Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (kph),Distance (km),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/km)
2023-04-18 05:57 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Tropical House Full Body Stretch,2022-07-27 06:05 (CDT),,,,,,,30,69.78,,
2023-04-20 05:20 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-04-20 05:39 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2023-04-10 09:30 (-05),318,176,47%,84,32.45,16.22,321,124.06,,
2023-04-20 06:09 (-05),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2023-04-12 10:00 (-05),29,96,36%,86,24.79,2.08,42,123.49,,
2023-04-20 06:18 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,28,96.07,,
2023-04-20 12:54 (CDT),On Demand,Kristin McGee,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-01-24 10:18 (CDT),,,,,,,18,60.44,,
2023-04-21 13:44 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-01-23 06:24 (CDT),,,,,,,118,,,
2023-04-21 14:06 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Tropical House Full Body Stretch,2022-07-27 06:05 (CDT),,,,,,,28,,,
2023-04-22 12:03 (-05),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Rock Ride,2023-03-30 01:45 (-05),502,186,48%,84,33.25,24.93,576,137.61,,
2023-04-22 12:49 (-05),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2023-04-12 10:00 (-05),28,93,34%,90,25.12,2.09,55,136.88,,
2023-04-22 12:58 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,37,111.06,,
2023-04-28 12:21 (CDT),On Demand,Kristin McGee,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-01-24 10:18 (CDT),,,,,,,18,,,
2023-04-29 15:51 (CDT),On Demand,Matty Maggiacomo,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2023-04-12 09:00 (CDT),,,,,,,59,,,
2023-04-29 16:03 (CDT),On Demand,Ben Alldis,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-01-25 06:05 (CDT),,,,,,,15,,,
2023-04-30 16:34 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre: Lower Body,2022-07-19 09:00 (CDT),,,,,,,59,,,
2023-04-30 16:56 (-05),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2023-02-02 08:25 (-05),199,110,39%,84,27.00,13.50,207,99.29,,
2023-04-30 17:28 (-05),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-04-21 01:00 (-05),,,,,,,17,81.73,,
2023-05-01 06:56 (CDT),On Demand,Anna Greenberg,5,Meditation,Morning,5 min Morning Meditation,2023-04-12 10:00 (CDT),,,,,,,,,,
2023-05-01 12:11 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2022-08-12 06:24 (CDT),,,,,,,131,95.52,,
2023-05-01 12:32 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-04-27 01:00 (CDT),,,,,,,34,81.12,,
2023-05-02 13:13 (CDT),On Demand,Aditi Shah,5,Meditation,Relaxation,5 min Relaxing Meditation,2022-09-06 10:00 (CDT),,,,,,,,,,
2023-05-03 17:19 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-05-03 17:39 (-05),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Country Ride,2023-04-20 06:22 (-05),319,177,48%,80,32.37,16.19,385,142.65,,
2023-05-03 18:10 (-05),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2023-02-06 11:00 (-05),22,73,30%,92,22.74,1.88,45,116.31,,
2023-05-03 18:16 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,33,100.50,,
2023-05-04 17:11 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2022-03-07 05:54 (CDT),,,,,,,117,,,
2023-05-04 17:32 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-11-24 09:46 (CDT),,,,,,,29,,,
2023-05-04 20:07 (CDT),On Demand,Kristin McGee,10,Meditation,Relaxation,10 min Relaxing Meditation,2023-04-20 10:00 (CDT),,,,,,,,,,
2023-05-06 10:32 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-05-06 10:52 (-05),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2023-03-11 07:56 (-05),521,193,49%,82,33.22,24.91,594,139.43,,
2023-05-06 11:38 (-05),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-05 10:00 (-05),22,72,36%,72,21.77,1.82,59,134.04,,
2023-05-06 11:46 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,42,118.45,,
2023-05-07 08:36 (CDT),On Demand,Tunde Oyeneyin,20,Strength,Full Body,20 min Full Body Strength,2023-03-15 09:00 (CDT),,,,,,,,,,
2023-05-07 08:40 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2022-11-07 06:24 (CDT),,,,,,,118,88.57,,
2023-05-07 09:01 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2021-11-08 02:57 (CDT),,,,,,,31,76.35,,
2023-05-07 21:11 (CDT),On Demand,Mariana Fernandez,10,Meditation,Sleep,10 min Sleep Meditation,2023-05-04 10:00 (CDT),,,,,,,,,,
2023-05-08 12:24 (-05),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2023-05-08 08:54 (-05),306,170,46%,83,31.87,15.93,300,121.86,,
2023-05-08 12:55 (-05),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-03-17 02:00 (-05),,,,,,,5,115.51,,
2023-05-08 12:56 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2023-04-27 00:15 (-05),36,120,43%,77,28.08,2.35,46,89.17,,
2023-05-08 13:20 (CDT),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (CDT),,,,,,,15,,,
2023-05-10 18:06 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2023-04-10 09:30 (-05),0,0,0%,0,0,0,0,,,
2023-05-10 18:08 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min Pop Punk Ride,2023-05-05 12:25 (-05),306,170,49%,79,31.55,15.77,328,127.23,,
2023-05-10 18:38 (-05),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-02-01 09:18 (-05),31,102,40%,76,25.58,2.12,40,,,
2023-05-10 18:48 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre: Lower Body,2022-07-19 09:00 (CDT),,,,,,,59,82.77,,
2023-05-10 19:01 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,18,80.36,,
2023-05-11 05:20 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2022-08-29 06:25 (CDT),,,,,,,134,90.94,,
2023-05-11 05:44 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-05-08 01:00 (CDT),,,,,,,29,73.93,,
2023-05-12 06:02 (-05),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2023-04-19 12:56 (-05),283,157,44%,85,30.75,15.39,276,114.21,,
2023-05-12 06:32 (-05),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-10 10:00 (-05),28,94,37%,82,24.99,2.09,46,115.32,,
2023-05-12 06:41 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,23,86.99,,
2023-05-14 16:58 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2022-08-29 06:25 (CDT),,,,,,,127,87.98,,
2023-05-14 17:21 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2023-03-27 08:59 (CDT),,,,,,,59,,,
2023-05-14 17:32 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-05-08 01:00 (CDT),,,,,,,30,73.37,,
2023-05-15 12:19 (-05),On Demand,Kendall Toole,30,Cycling,Music,30 min 90s Rock Ride,2023-05-05 15:53 (-05),352,196,49%,84,33.55,16.77,410,145.61,,
2023-05-15 12:49 (-05),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-05 10:00 (-05),29,96,38%,79,25.30,2.11,53,134.18,,
2023-05-15 12:58 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,15,,,
2023-05-16 05:29 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-04-24 06:25 (CDT),,,,,,,114,84.14,,
2023-05-16 05:53 (CDT),On Demand,Assal Arian,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-04-28 01:00 (CDT),,,,,,,31,77.60,,
2023-05-16 11:54 (CDT),On Demand,Aditi Shah,5,Meditation,Relaxation,5 min Relaxing Meditation,2022-09-06 10:00 (CDT),,,,,,,,,,
2023-05-18 05:22 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre: Lower Body,2022-07-19 09:00 (CDT),,,,,,,59,,,
2023-05-18 05:43 (-05),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance Rock Ride,2023-05-18 01:00 (-05),0,0,0%,0,0,0,0,,,
2023-05-18 05:44 (-05),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Ride,2023-04-05 12:54 (-05),331,184,47%,84,32.72,16.37,435,,,
2023-05-18 06:15 (-05),On Demand,Erik Jager,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-11 00:15 (-05),30,98,39%,78,25.54,2.12,39,,,
2023-05-18 06:24 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,15,,,
2023-05-18 12:06 (CDT),On Demand,Aditi Shah,5,Meditation,Relaxation,5 min Relaxing Meditation,2022-09-06 10:00 (CDT),,,,,,,,,,
2023-05-18 21:44 (CDT),On Demand,Mariana Fernandez,10,Meditation,Sleep,10 min Sleep Meditation,2023-05-04 10:00 (CDT),,,,,,,,,,
2023-05-19 04:11 (CDT),On Demand,Mariana Fernandez,10,Meditation,Sleep,10 min Sleep Meditation,2023-05-04 10:00 (CDT),,,,,,,,,,
2023-05-19 07:01 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-04-24 06:25 (CDT),,,,,,,117,,,
2023-05-19 07:22 (CDT),On Demand,Assal Arian,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-04-28 01:00 (CDT),,,,,,,29,,,
2023-05-21 09:51 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-05-21 10:14 (-05),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone Endurance 90s Ride,2023-05-03 00:55 (-05),455,169,47%,81,31.87,23.91,545,132.96,,
2023-05-21 10:59 (-05),On Demand,Mila Lazar,5,Cycling,Cool Down,5 min Cool Down Ride,2023-02-23 01:38 (-05),30,100,39%,78,25.45,2.11,39,,,
2023-05-21 11:06 (-05),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-03-09 04:00 (-05),,,,,,,15,,,
2023-05-23 16:55 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-05-23 17:12 (-05),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2023-05-08 08:54 (-05),303,168,45%,85,31.77,15.88,398,,,
2023-05-23 17:43 (-05),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-17 10:00 (-05),40,132,41%,85,28.62,2.38,52,,,
2023-05-23 17:50 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,15,,,
2023-05-24 12:33 (CDT),On Demand,Kirra Michel,5,Meditation,Meditation Basics,5 min Basics: Breath,2023-03-29 09:00 (CDT),,,,,,,,,,
2023-05-25 12:10 (CDT),On Demand,Kirra Michel,5,Meditation,Meditation Basics,5 min Basics: Breath,2023-03-29 09:00 (CDT),,,,,,,,,,
2023-05-25 17:01 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-05-25 17:35 (-05),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min Pop Ride,2023-04-24 00:55 (-05),326,181,47%,83,32.59,16.30,336,126.37,,
2023-05-25 18:06 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-24 01:00 (-05),31,104,41%,76,26.16,2.19,58,130.87,,
2023-05-25 18:12 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,43,111.77,,
2023-05-26 06:16 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-04-24 06:25 (CDT),,,,,,,118,,,
2023-05-26 06:38 (CDT),On Demand,Jermaine Johnson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-05-23 06:18 (CDT),,,,,,,29,,,
2023-05-27 11:47 (-05),On Demand,Mayla Wedekind,5,Cycling,Warm Up,5 min Warm Up Ride,2023-05-20 02:25 (-05),41,138,39%,92,29.30,2.45,45,117.10,,
2023-05-27 11:55 (-05),On Demand,Mila Lazar,30,Cycling,Intervals,30 min HIIT & Hills Ride,2023-04-26 23:55 (-05),410,227,55%,78,35.60,17.80,454,152.57,,
2023-05-27 12:30 (-05),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2023-01-09 12:17 (-05),28,93,42%,69,24.78,2.06,58,132.35,,
2023-05-27 12:41 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,15,,,
2023-05-28 07:37 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Full Body Strength,2023-01-12 05:30 (CDT),,,,,,,118,,,
2023-05-28 08:00 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Lewis Capaldi Full Body Stretch,2023-05-22 13:05 (CDT),,,,,,,29,,,
2023-05-30 05:33 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,61,68.47,,
2023-05-30 05:53 (-05),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance Rock Ride,2023-05-18 01:00 (-05),309,172,46%,82,31.79,15.90,406,,,
2023-05-30 06:24 (-05),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-03 01:00 (-05),27,88,38%,76,24.29,2.03,35,,,
2023-05-30 06:33 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-05-24 01:00 (-05),,,,,,,15,,,
2023-05-31 05:42 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-04-24 06:25 (CDT),,,,,,,118,,,
2023-05-31 06:04 (CDT),On Demand,Robin Arzon,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-03-31 01:00 (CDT),,,,,,,29,,,
2023-06-01 11:52 (CDT),On Demand,Kirra Michel,5,Meditation,Meditation Basics,5 min Basics: Breath,2023-03-29 09:00 (CDT),,,,,,,,,,
2023-06-02 12:14 (-05),On Demand,Mila Lazar,5,Cycling,Warm Up,5 min Warm Up Ride,2023-04-20 00:15 (-05),39,129,38%,90,27.87,2.32,51,,,
2023-06-02 12:21 (-05),On Demand,Olivia Amato,30,Cycling,Intervals,30 min HIIT & Hills Ride,2023-05-17 05:56 (-05),411,228,60%,69,35.33,17.67,439,149.16,,
2023-06-02 12:57 (-05),On Demand,Benny Adami,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-25 00:15 (-05),28,95,38%,79,25.36,2.11,37,,,
2023-06-02 13:04 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,15,,,
2023-06-03 12:54 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-04-24 06:25 (CDT),,,,,,,114,84.72,,
2023-06-03 13:19 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2023-05-12 10:00 (CDT),,,,,,,30,80.42,,
2023-06-03 13:25 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2023-05-12 10:00 (CDT),,,,,,,30,78.42,,
2023-06-03 13:30 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Lewis Capaldi Full Body Stretch,2023-05-22 13:05 (CDT),,,,,,,31,73.14,,
2023-06-04 12:05 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 80s Rock Ride,2023-04-28 12:25 (-05),311,173,46%,86,32.05,16.03,409,,,
2023-06-04 12:35 (-05),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-19 01:00 (-05),29,98,40%,73,25.50,2.12,39,,,
2023-06-04 12:42 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,15,,,
2023-06-05 13:48 (CDT),On Demand,Jermaine Johnson,20,Strength,Full Body,20 min Hip Hop Full Body Strength,2023-02-14 05:24 (CDT),,,,,,,118,,,
2023-06-05 14:09 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2023-01-27 08:00 (CDT),,,,,,,30,,,
2023-06-05 14:15 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Lewis Capaldi Full Body Stretch,2023-05-22 13:05 (CDT),,,,,,,29,,,
2023-06-06 08:42 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-06-06 09:03 (-05),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Rock Ride,2023-06-05 12:25 (-05),497,184,48%,81,32.96,24.70,549,137.90,,
2023-06-06 09:48 (-05),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Whitney Houston Cool Down Ride,2022-12-21 03:37 (-05),33,110,41%,78,26.76,2.22,57,129.64,,
2023-06-06 10:09 (CDT),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (CDT),,,,,,,15,,,
2023-06-17 21:21 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-06-18 15:57 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2023-02-23 06:50 (CDT),,,,,,,59,,,
2023-06-18 16:09 (CDT),On Demand,Ben Alldis,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-01-09 09:00 (CDT),,,,,,,15,,,
2023-06-22 12:03 (CDT),On Demand,Kirra Michel,5,Meditation,Meditation Basics,5 min Basics: Breath,2023-03-29 09:00 (CDT),,,,,,,,,,
2023-06-23 11:43 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2023-02-23 06:50 (CDT),,,,,,,59,,,
2023-06-23 11:55 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-06-23 12:07 (CDT),On Demand,Ben Alldis,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-01-09 09:00 (CDT),,,,,,,15,,,
2023-06-23 12:13 (CDT),On Demand,Ben Alldis,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2023-06-21 05:48 (CDT),,,,,,,15,,,
2023-06-25 20:13 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,59,,,
2023-06-26 12:00 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2023-02-23 06:50 (CDT),,,,,,,59,,,
2023-06-26 12:12 (CDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2023-06-21 05:25 (CDT),,,,,,,59,,,
2023-06-26 12:23 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2021-11-08 02:57 (CDT),,,,,,,29,,,
2023-06-27 20:30 (CDT),On Demand,Ben Alldis,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2023-06-21 05:48 (CDT),,,,,,,15,,,
2023-06-28 17:01 (-05),On Demand,Hannah Corbin,30,Cycling,Music,30 min 90s Rock Ride,2023-06-24 10:54 (-05),198,110,40%,78,26.45,13.23,233,109.75,,
2023-06-28 17:32 (-05),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-14 10:00 (-05),24,80,34%,83,23.53,1.96,34,101.24,,
2023-06-28 17:39 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,18,83.60,,
2023-06-30 11:43 (-05),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2023-06-14 12:55 (-05),294,163,44%,86,31.45,15.72,386,,,
2023-06-30 12:13 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-30 01:00 (-05),36,120,40%,83,27.66,2.30,48,,,
2023-06-30 12:20 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-06-01 10:00 (-05),,,,,,,15,,,
2023-07-01 16:52 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2023-06-26 05:25 (CDT),,,,,,,129,98.72,,
2023-07-01 17:13 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-06-29 07:03 (CDT),,,,,,,31,74.48,,
2023-07-02 16:33 (-05),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2023-05-18 06:23 (-05),325,181,47%,82,32.32,16.16,428,,,
2023-07-02 17:04 (-05),On Demand,Camila Ramon,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-28 10:00 (-05),45,149,48%,73,29.69,2.48,65,131.37,,
2023-07-02 17:17 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre: Lower Body,2022-11-18 15:00 (CDT),,,,,,,57,83.80,,
2023-07-02 17:29 (CDT),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-06-30 01:00 (CDT),,,,,,,16,78.64,,
2023-07-04 12:33 (-05),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Rock Ride,2023-06-16 15:55 (-05),0,0,0%,0,0,0,0,,,
2023-07-04 12:37 (-05),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Rock Ride,2023-06-16 15:55 (-05),339,189,50%,79,32.91,16.45,446,,,
2023-07-04 13:07 (-05),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-19 01:00 (-05),31,102,41%,74,25.73,2.14,58,129.65,,
2023-07-04 13:13 (-05),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-06-30 01:00 (-05),,,,,,,45,113.93,,
2023-07-06 16:28 (-05),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Ride,2023-06-28 12:53 (-05),0,0,0%,0,0,0,0,,,
2023-07-06 16:33 (-05),On Demand,Erik Jager,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2023-05-18 11:28 (-05),264,147,43%,85,30.08,15.05,343,127.14,,
2023-07-06 17:05 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2022-10-19 11:26 (-05),33,109,39%,81,26.77,2.22,43,,,
2023-07-06 17:13 (-05),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-06-30 01:00 (-05),,,,,,,15,,,
2023-07-07 12:58 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2023-06-26 05:25 (CDT),,,,,,,127,88.81,,
2023-07-07 13:19 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-06-29 07:03 (CDT),,,,,,,31,76.12,,
2023-07-08 09:10 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre: Lower Body,2023-06-05 09:01 (CDT),,,,,,,59,,,
2023-07-08 09:31 (-05),On Demand,Mayla Wedekind,5,Cycling,Warm Up,5 min Warm Up Ride,2023-05-20 02:25 (-05),37,123,37%,90,27.35,2.27,48,,,
2023-07-08 09:39 (-05),On Demand,Mila Lazar,15,Cycling,Climb,15 min Climb Ride,2023-02-24 12:02 (-05),226,251,61%,73,36.93,9.24,225,151.98,,
2023-07-08 09:55 (-05),On Demand,Mila Lazar,15,Cycling,Music,15 min Dance Music Ride,2023-01-10 11:55 (-05),162,180,51%,76,32.12,8.03,204,142.54,,
2023-07-08 10:11 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2023-04-27 00:15 (-05),38,128,43%,77,28.23,2.35,50,,,
2023-07-08 10:19 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,49,118.76,,
